49;10.322385894550159;75.1212968405392;205.3038271019392;-81.37451;34.45826
98;10.60455537444693;74.67647087614428;205.32985551826044;-81.59015;33.59571
149;10.886533825277871;74.162141421027;205.35724140284256;-81.59015;33.487892
199;11.168338439653898;74.0;205.3858625835777;-81.59015;33.487892
251;11.748637057294475;74.41999998688698;205.45945057124038;-81.59015;33.487892
301;12.090684356053078;74.7531999805212;205.50332964221826;-81.59015;33.487892
349;12.427151623618645;75.00133597911214;205.54695962300607;-81.59015;33.487892
398;12.758541062652208;75.16610926093821;205.5903629317144;-81.59015;33.487892
449;13.085309677588475;75.24918707874468;205.63355996882444;-81.59015;33.487892
498;13.407873342475016;75.25220334025373;205.67656929877464;-81.59015;33.380074
550;13.72660473762099;75.17675927506424;205.71944648235578;-81.48233;33.380074
600;14.041806754676879;75.02442408821369;205.76247383182718;-80.94324;33.380074
650;14.35375212428533;74.79673560066871;205.80590778852044;-80.296326;33.164436
700;14.662376337742748;74.49520087700593;205.85143407239534;-76.30704;32.625343
750;14.967214921871523;74.1212968405392;205.90141013370683;-70.377014;32.301888
799;15.268203113664121;74.0;205.95649449969264;-67.78937;32.301888
851;15.844580540210728;74.41999998688698;206.13144769005572;-67.57373;32.301888
900;16.182560848544256;74.7531999805212;206.23729769135767;-66.06427;32.409706
951;16.512721968069087;75.00133597911214;206.34535572140965;-62.506256;32.84098
1000;16.83452656040796;75.16610926093821;206.45755063300413;-57.00752;33.164436
1049;17.146990457800648;75.24918707874468;206.57587269677487;-50.43064;33.272255
1100;17.44904312547697;75.25220334025373;206.70183710637528;-44.06938;33.272255
1151;17.73986297686794;75.17675927506424;206.83630896674856;-38.786274;33.487892
1199;18.017574846024978;75.02442408821369;206.9805332872663;-30.91561;33.272255
1249;18.28139829247712;75.0;207.1346927639989;-25.848225;32.9488
1301;18.658273135146842;75.41999998688698;207.57221983378685;-24.770058;32.9488
1350;18.874692971498625;75.7531999805212;207.83424257994727;-24.770058;32.9488
1400;19.082281176607545;76.00133597911214;208.09581622413364;-24.770058;32.9488
1450;19.281832597053835;76.16610926093821;208.3569811855118;-24.770058;32.9488
1499;19.47385703159062;76.24918707874468;208.61787157613628;-24.230974;32.9488
1550;19.657256786521067;76.25220334025373;208.87923262301808;-19.918306;32.9488
1598;19.830720104453007;76.17675927506424;209.1416795968569;-14.958738;33.056618
1651;19.993925377874383;76.02442408821369;209.40540932577736;-12.155504;33.164436
1698;20.147029164196532;76.0;209.67046003721393;-10.430437;33.164436
1749;20.34183163928362;76.41999998688698;210.2342361102869;-9.783537;33.164436
1799;20.451971153652522;76.7531999805212;210.56725050926335;-8.597553;33.59571
1850;20.555161913169577;77.00133597911214;210.89559608419466;-6.7646637;33.70353
1900;20.65156298371597;77.16610926093821;211.21974401124567;-5.686492;33.70353
1950;20.741474075828066;77.24918707874468;211.54010129435335;-4.9317718;33.70353
2001;20.825323480504174;77.25220334025373;211.85702226632384;-4.60832;33.487892
2049;20.90311086141547;77.17675927506424;212.1708547752736;-3.4223313;32.84098
2101;20.974483615745847;77.02442408821369;212.4819146917207;-1.3738058;31.223717
2149;21.039510995677453;76.79673560066871;212.7904589527084;-0.18781778;29.606466
2199;21.09868591312062;76.49520087700593;213.09671423749532;0.027816398;29.390833
2249;21.15249600373626;76.1212968405392;213.400886523505;0.13563348;29.067383
2299;21.201424101798153;76.0;213.70316328057274;0.13563348;28.959566
2349;21.24544644722404;76.41999998688698;214.3056347625306;0.13563348;28.959566
2399;21.269443564808874;76.7531999805212;214.66006419870962;0.13563348;28.959566
2448;21.291280942440423;77.00133597911214;215.00807496374952;-0.08000069;28.312666
2501;21.3114265522347;77.16610926093821;215.3502428501077;-0.61908615;27.234499
2550;21.330110819010486;77.24918707874468;215.68709263689786;-0.8347204;26.371965
2600;21.347504345317247;77.25220334025373;216.01910232418896;-0.9425375;24.754715
2650;21.363723297763336;77.17675927506424;216.346707520809;-0.9425375;22.706198
2700;21.378795223750082;77.02442408821369;216.6703058290779;-0.72690326;19.256063
2751;21.392588848412423;76.79673560066871;216.99026002695226;-0.18781778;14.943396
